"New York City Neighborhood Information provided by the Furman Center, retrieved from http://www.furmancenter.org/data/search on 11/8/2016. Terms can be found at http://www.furmancenter.org/data/disclaimer/.",Indicator,Description,CensusTract,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 790,37.5,37.5,37.5,112.5,75,75,37.5,62.5,87.5,37.5,12.5,25,25,50,100,87.5,125,100,75,37.5
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 792,48.7804878,73.17073171,48.7804878,73.17073171,60.97560976,48.7804878,36.58536585,36.58536585,73.17073171,121.9512195,85.36585366,24.3902439,97.56097561,48.7804878,146.3414634,97.56097561,134.1463415,158.5365854,97.56097561,36.58536585
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 794,11.9047619,35.71428571,11.9047619,35.71428571,59.52380952,11.9047619,59.52380952,35.71428571,11.9047619,59.52380952,35.71428571,35.71428571,83.33333333,35.71428571,190.4761905,95.23809524,95.23809524,130.952381,71.42857143,35.71428571
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 796,49.38271605,37.03703704,12.34567901,24.69135802,74.07407407,49.38271605,24.69135802,12.34567901,24.69135802,74.07407407,24.69135802,74.07407407,24.69135802,12.34567901,61.72839506,61.72839506,86.41975309,49.38271605,86.41975309,12.34567901
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 798,36.36363636,18.18181818,,36.36363636,18.18181818,18.18181818,,,18.18181818,18.18181818,36.36363636,18.18181818,,18.18181818,18.18181818,,,18.18181818,18.18181818,18.18181818
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 800,25,25,12.5,87.5,50,37.5,62.5,37.5,37.5,37.5,50,87.5,12.5,12.5,125,50,75,50,25,37.5
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 802,13.33333333,,26.66666667,40,53.33333333,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,26.66666667,93.33333333,40,40,66.66666667,40,26.66666667,53.33333333,40,26.66666667
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 804,74.07407407,61.72839506,49.38271605,37.03703704,86.41975309,37.03703704,,61.72839506,61.72839506,61.72839506,61.72839506,12.34567901,37.03703704,74.07407407,111.1111111,49.38271605,160.4938272,98.7654321,148.1481481,49.38271605
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 806,74.62686567,44.7761194,29.85074627,,29.85074627,29.85074627,14.92537313,44.7761194,59.70149254,29.85074627,44.7761194,44.7761194,44.7761194,104.4776119,59.70149254,104.4776119,149.2537313,59.70149254,119.4029851,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 810,43.47826087,,14.49275362,,43.47826087,28.98550725,57.97101449,43.47826087,43.47826087,28.98550725,,28.98550725,28.98550725,43.47826087,86.95652174,101.4492754,101.4492754,86.95652174,72.46376812,43.47826087
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 814,29.85074627,29.85074627,,104.4776119,59.70149254,59.70149254,104.4776119,89.55223881,89.55223881,74.62686567,59.70149254,104.4776119,59.70149254,59.70149254,164.1791045,89.55223881,134.3283582,194.0298507,119.4029851,44.7761194
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 816,16.12903226,64.51612903,16.12903226,,16.12903226,32.25806452,96.77419355,,48.38709677,32.25806452,16.12903226,,32.25806452,32.25806452,64.51612903,112.9032258,96.77419355,80.64516129,145.1612903,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 818,14.28571429,,14.28571429,28.57142857,14.28571429,,,42.85714286,57.14285714,42.85714286,57.14285714,14.28571429,42.85714286,28.57142857,128.5714286,28.57142857,85.71428571,71.42857143,71.42857143,42.85714286
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 820,35.71428571,35.71428571,35.71428571,17.85714286,17.85714286,35.71428571,35.71428571,35.71428571,35.71428571,,71.42857143,17.85714286,35.71428571,35.71428571,53.57142857,71.42857143,35.71428571,35.71428571,53.57142857,17.85714286
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 822,13.88888889,41.66666667,27.77777778,13.88888889,13.88888889,13.88888889,13.88888889,27.77777778,27.77777778,41.66666667,41.66666667,55.55555556,27.77777778,55.55555556,41.66666667,55.55555556,41.66666667,27.77777778,41.66666667,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 824,26.54867257,53.09734513,,26.54867257,70.79646018,35.39823009,8.849557522,70.79646018,61.94690265,53.09734513,123.8938053,61.94690265,97.34513274,70.79646018,70.79646018,79.6460177,168.1415929,159.2920354,106.1946903,35.39823009
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 826,12.04819277,60.24096386,72.28915663,48.19277108,48.19277108,72.28915663,60.24096386,84.3373494,48.19277108,96.38554217,60.24096386,48.19277108,120.4819277,84.3373494,180.7228916,192.7710843,240.9638554,120.4819277,156.626506,24.09638554
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 828,74.46808511,21.27659574,21.27659574,42.55319149,63.82978723,42.55319149,95.74468085,,21.27659574,63.82978723,10.63829787,31.91489362,10.63829787,42.55319149,85.10638298,42.55319149,117.0212766,117.0212766,117.0212766,31.91489362
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 830,25.64102564,12.82051282,12.82051282,25.64102564,38.46153846,102.5641026,38.46153846,12.82051282,25.64102564,25.64102564,38.46153846,38.46153846,51.28205128,51.28205128,76.92307692,76.92307692,141.025641,128.2051282,64.1025641,25.64102564
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 832,13.15789474,65.78947368,26.31578947,39.47368421,78.94736842,65.78947368,13.15789474,52.63157895,26.31578947,39.47368421,65.78947368,,52.63157895,52.63157895,39.47368421,105.2631579,52.63157895,39.47368421,118.4210526,13.15789474
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 834,,13.88888889,97.22222222,27.77777778,55.55555556,27.77777778,,13.88888889,,83.33333333,13.88888889,13.88888889,41.66666667,13.88888889,41.66666667,41.66666667,83.33333333,41.66666667,27.77777778,69.44444444
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 836,20.6185567,20.6185567,61.8556701,61.8556701,82.4742268,41.2371134,30.92783505,41.2371134,41.2371134,51.54639175,92.78350515,30.92783505,41.2371134,51.54639175,41.2371134,72.16494845,134.0206186,41.2371134,61.8556701,41.2371134
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 838,53.33333333,53.33333333,26.66666667,66.66666667,,53.33333333,53.33333333,13.33333333,40,40,106.6666667,26.66666667,40,13.33333333,66.66666667,53.33333333,93.33333333,40,53.33333333,13.33333333
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 840,14.28571429,57.14285714,,42.85714286,85.71428571,14.28571429,57.14285714,57.14285714,14.28571429,28.57142857,28.57142857,28.57142857,,57.14285714,42.85714286,57.14285714,28.57142857,57.14285714,14.28571429,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 842,29.41176471,117.6470588,,29.41176471,44.11764706,14.70588235,58.82352941,29.41176471,14.70588235,29.41176471,29.41176471,29.41176471,14.70588235,58.82352941,44.11764706,58.82352941,73.52941176,44.11764706,14.70588235,44.11764706
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 844,,,,,,,,,43.47826087,,,,,,,,,43.47826087,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 846,49.38271605,49.38271605,24.69135802,24.69135802,24.69135802,37.03703704,49.38271605,,49.38271605,12.34567901,24.69135802,49.38271605,61.72839506,49.38271605,111.1111111,37.03703704,37.03703704,111.1111111,37.03703704,61.72839506
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 848,,,31.74603175,31.74603175,95.23809524,15.87301587,47.61904762,15.87301587,31.74603175,31.74603175,15.87301587,63.49206349,15.87301587,31.74603175,63.49206349,15.87301587,31.74603175,79.36507937,47.61904762,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 850,,33.33333333,66.66666667,33.33333333,50,66.66666667,100,33.33333333,16.66666667,66.66666667,33.33333333,16.66666667,16.66666667,16.66666667,100,66.66666667,50,133.3333333,66.66666667,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 854,50,75,25,37.5,37.5,37.5,37.5,37.5,12.5,87.5,37.5,87.5,87.5,125,137.5,87.5,125,100,100,37.5
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 856,42.25352113,56.33802817,14.08450704,70.42253521,56.33802817,28.16901408,56.33802817,42.25352113,42.25352113,42.25352113,70.42253521,70.42253521,56.33802817,42.25352113,112.6760563,84.50704225,140.8450704,140.8450704,84.50704225,42.25352113
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 858,136.3636364,90.90909091,45.45454545,45.45454545,90.90909091,106.0606061,30.3030303,60.60606061,45.45454545,75.75757576,75.75757576,45.45454545,45.45454545,136.3636364,75.75757576,90.90909091,227.2727273,136.3636364,90.90909091,30.3030303
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 860,43.47826087,43.47826087,14.49275362,14.49275362,43.47826087,72.46376812,28.98550725,,14.49275362,72.46376812,28.98550725,57.97101449,14.49275362,115.942029,130.4347826,86.95652174,86.95652174,72.46376812,101.4492754,28.98550725
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 862,15.625,31.25,31.25,46.875,46.875,31.25,46.875,93.75,78.125,31.25,31.25,31.25,78.125,46.875,93.75,140.625,93.75,109.375,125,31.25
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 864,13.88888889,83.33333333,97.22222222,27.77777778,27.77777778,27.77777778,55.55555556,41.66666667,138.8888889,55.55555556,69.44444444,55.55555556,13.88888889,55.55555556,83.33333333,69.44444444,125,111.1111111,83.33333333,27.77777778
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 866,53.33333333,66.66666667,40,26.66666667,40,120,66.66666667,53.33333333,66.66666667,133.3333333,160,40,93.33333333,120,66.66666667,213.3333333,266.6666667,80,133.3333333,66.66666667
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 868,112.6760563,70.42253521,42.25352113,56.33802817,70.42253521,84.50704225,28.16901408,42.25352113,56.33802817,98.5915493,42.25352113,42.25352113,56.33802817,112.6760563,140.8450704,126.7605634,183.0985915,70.42253521,169.0140845,56.33802817
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 870,29.41176471,44.11764706,,29.41176471,44.11764706,88.23529412,29.41176471,29.41176471,29.41176471,117.6470588,44.11764706,44.11764706,29.41176471,29.41176471,73.52941176,73.52941176,191.1764706,102.9411765,58.82352941,29.41176471
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 872,16.39344262,114.7540984,49.18032787,32.78688525,49.18032787,49.18032787,49.18032787,32.78688525,16.39344262,81.96721311,131.147541,49.18032787,81.96721311,49.18032787,81.96721311,147.5409836,114.7540984,81.96721311,49.18032787,49.18032787
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 874.01,25.64102564,64.1025641,25.64102564,25.64102564,38.46153846,64.1025641,51.28205128,38.46153846,64.1025641,38.46153846,51.28205128,64.1025641,64.1025641,64.1025641,166.6666667,102.5641026,128.2051282,89.74358974,128.2051282,25.64102564
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 876,11.76470588,11.76470588,,35.29411765,47.05882353,58.82352941,23.52941176,23.52941176,,23.52941176,11.76470588,,11.76470588,47.05882353,47.05882353,35.29411765,58.82352941,70.58823529,23.52941176,47.05882353
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 878,28.16901408,14.08450704,14.08450704,42.25352113,56.33802817,42.25352113,56.33802817,14.08450704,56.33802817,28.16901408,70.42253521,42.25352113,,98.5915493,84.50704225,84.50704225,98.5915493,112.6760563,70.42253521,28.16901408
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 880,16.39344262,8.196721311,16.39344262,16.39344262,40.98360656,40.98360656,16.39344262,24.59016393,24.59016393,24.59016393,32.78688525,57.37704918,32.78688525,49.18032787,49.18032787,73.7704918,40.98360656,106.557377,73.7704918,16.39344262
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 882,20.83333333,20.83333333,52.08333333,20.83333333,72.91666667,62.5,52.08333333,41.66666667,72.91666667,41.66666667,41.66666667,72.91666667,125,93.75,125,177.0833333,93.75,156.25,72.91666667,52.08333333
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 884,35.71428571,47.61904762,47.61904762,59.52380952,59.52380952,71.42857143,95.23809524,107.1428571,71.42857143,107.1428571,59.52380952,83.33333333,71.42857143,71.42857143,142.8571429,119.047619,202.3809524,178.5714286,130.952381,35.71428571
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 886,116.8831169,64.93506494,64.93506494,77.92207792,51.94805195,77.92207792,51.94805195,25.97402597,38.96103896,51.94805195,77.92207792,25.97402597,77.92207792,51.94805195,103.8961039,77.92207792,168.8311688,77.92207792,103.8961039,12.98701299
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 888,51.28205128,38.46153846,25.64102564,38.46153846,64.1025641,38.46153846,115.3846154,89.74358974,128.2051282,141.025641,38.46153846,76.92307692,12.82051282,102.5641026,141.025641,115.3846154,141.025641,115.3846154,64.1025641,51.28205128
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 890,44.94382022,44.94382022,22.47191011,33.70786517,67.41573034,89.88764045,101.1235955,78.65168539,67.41573034,89.88764045,56.17977528,11.23595506,33.70786517,89.88764045,89.88764045,157.3033708,123.5955056,101.1235955,134.8314607,56.17977528
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 892,33.33333333,33.33333333,66.66666667,33.33333333,50,83.33333333,50,33.33333333,33.33333333,16.66666667,66.66666667,50,33.33333333,83.33333333,100,83.33333333,83.33333333,83.33333333,50,33.33333333
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 894,80.64516129,64.51612903,64.51612903,32.25806452,80.64516129,96.77419355,64.51612903,64.51612903,145.1612903,80.64516129,80.64516129,112.9032258,96.77419355,241.9354839,241.9354839,258.0645161,338.7096774,274.1935484,193.5483871,96.77419355
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 896,,27.39726027,27.39726027,13.69863014,95.89041096,95.89041096,68.49315068,82.19178082,68.49315068,68.49315068,54.79452055,95.89041096,123.2876712,123.2876712,136.9863014,191.7808219,205.4794521,109.5890411,109.5890411,13.69863014
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 898,40,53.33333333,13.33333333,66.66666667,53.33333333,120,53.33333333,26.66666667,40,53.33333333,120,146.6666667,120,40,186.6666667,93.33333333,213.3333333,240,146.6666667,80
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 900,71.42857143,35.71428571,11.9047619,35.71428571,47.61904762,47.61904762,23.80952381,71.42857143,23.80952381,47.61904762,71.42857143,23.80952381,35.71428571,23.80952381,142.8571429,130.952381,190.4761905,190.4761905,59.52380952,35.71428571
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 902,18.51851852,18.51851852,,18.51851852,18.51851852,18.51851852,37.03703704,18.51851852,18.51851852,18.51851852,,,18.51851852,37.03703704,74.07407407,74.07407407,18.51851852,37.03703704,18.51851852,18.51851852
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 904,,15.15151515,15.15151515,15.15151515,,,,15.15151515,15.15151515,,,,,,30.3030303,15.15151515,75.75757576,75.75757576,90.90909091,15.15151515
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 906,,,,,34.48275862,34.48275862,,34.48275862,34.48275862,68.96551724,,,,,34.48275862,34.48275862,172.4137931,68.96551724,68.96551724,68.96551724
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 908,,,,,,,133.3333333,,,66.66666667,,,66.66666667,,200,333.3333333,,333.3333333,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 910,,,,,,,,,,,,,,,,,125,62.5,,
,"Notices of Foreclosure Rate, 2-4 Family Buildings (per 1,000 buildings)","Rate of 2-4 family buildings receiving a notice of foreclosure action (lis pendens) per 1,000 2-4 family buildings, <i>Source: Public Data Corporation, New York City Department of Finance, Furman Center</i>",Brooklyn 914,30.3030303,,30.3030303,,,,,,,,,,,,,30.3030303,,30.3030303,30.3030303,60.60606061
