CensusTract,SchoolYear,GradeLevel,Count,LongTract,Zip,NextYearCount,TotalCount,TotalCountByGrade,TotalCountByTract,TotalCountByZip,TotalCountByZipGrade,TotalCountByTractGrade,PrevGradeCount,PrevGradeCountmavg3,PrevGradeCountmavg5,OneYearGrowth,ThreeYearGrowth,OneYearGrowthmavg3,ThreeYearGrowthmavg3,Target,Y,Y2,neighborCount,neighborThreeYearGrowthmavg3,neighborThreeYearGrowth
214,2010,0,32,36047021400,11219,0,19221,3560,158,2922,484,32,0,0,0,0.23077,1,0.27423,0.55425,-32,0,-1,306,0.22434,1.84614
214,2001,1,13,36047021400,11219,10,16345,2934,87,2046,348,13,13,13,13,0,0,0,0,-3,0,-1,228,0,0
214,2002,1,10,36047021400,11219,14,16334,2841,83,2047,348,10,12,12,12,-0.23077,0,-0.11538,0,4,1,1,162,0,0
214,2003,1,14,36047021400,11219,10,16266,2716,71,2047,335,14,10,11,11,0.4,0,0.05641,0,-4,0,-1,234,0,0
214,2004,1,10,36047021400,11219,12,16081,2667,80,2087,352,10,12,11,11,-0.28571,-0.23077,-0.03883,-0.07692,2,1,1,222,-0.05262,-0.15792
214,2005,1,12,36047021400,11219,19,15892,2676,80,2100,353,12,15,12,12,0.2,0.2,0.10476,-0.01026,7,1,1,270,1.2807,4.00002
214,2006,1,19,36047021400,11219,19,15737,2707,95,2134,351,19,17,14,13,0.58333,0.35714,0.16587,0.10879,0,0,0,306,1.89606,1.84614
214,2007,1,19,36047021400,11219,16,15258,2639,103,2052,384,19,16,16,14,0,0.9,0.26111,0.48571,-3,0,-1,330,2.9217,2.91894
214,2008,1,16,36047021400,11219,29,15731,2630,110,2214,318,16,17,16,15,-0.15789,0.33333,0.14181,0.53016,13,1,1,276,1.63278,0.13332
214,2009,1,29,36047021400,11219,32,17855,3389,140,2730,499,29,26,19,18,0.8125,0.52632,0.2182,0.58655,3,1,1,336,1.2135,0.58824
214,2010,1,32,36047021400,11219,0,19221,3318,158,2922,569,32,32,25,21,0.10345,0.68421,0.25268,0.51462,-32,0,-1,306,0.09504,-0.43638
214,2001,2,18,36047021400,11219,11,16345,2877,87,2046,380,18,13,13,13,0,0,0,0,-7,0,-1,300,0,0
214,2002,2,11,36047021400,11219,11,16334,2880,83,2047,353,11,10,11,11,-0.38889,0,-0.19444,0,0,0,0,216,0,0
214,2003,2,11,36047021400,11219,14,16266,2821,71,2047,336,11,14,12,12,0,0,-0.12963,0,3,1,1,156,0,0
214,2004,2,14,36047021400,11219,11,16081,2640,80,2087,332,14,10,11,11,0.27273,-0.22222,-0.03872,-0.07407,-3,0,-1,216,-0.55998,-1.68
214,2005,2,11,36047021400,11219,17,15892,2651,80,2100,349,11,12,12,11,-0.21429,0,0.01948,-0.07407,6,1,1,216,-0.55998,0
214,2006,2,17,36047021400,11219,19,15737,2635,95,2134,362,17,19,13,13,0.54545,0.54545,0.2013,0.10774,2,1,1,306,1.36308,5.76924
214,2007,2,19,36047021400,11219,20,15258,2650,103,2052,351,19,19,16,14,0.11765,0.35714,0.14961,0.30087,1,1,1,330,2.97864,3.16668
214,2008,2,20,36047021400,11219,20,15731,2627,110,2214,397,20,16,18,15,0.05263,0.81818,0.23858,0.57359,0,0,0,324,3.97866,3
214,2009,2,20,36047021400,11219,26,17855,2998,140,2730,426,20,29,21,19,0,0.17647,0.05676,0.4506,6,1,1,312,2.09478,0.11766
214,2010,2,26,36047021400,11219,0,19221,3501,158,2922,519,26,32,25,23,0.3,0.36842,0.11754,0.45436,-26,0,-1,336,1.07556,0.10908
214,2001,3,12,36047021400,11219,18,16345,2697,87,2046,328,12,18,18,18,0,0,0,0,6,1,1,198,0,0
214,2002,3,18,36047021400,11219,8,16334,2857,83,2047,382,18,11,14,14,0.5,0,0.25,0,-10,0,-1,276,0,0
214,2003,3,8,36047021400,11219,14,16266,2826,71,2047,354,8,11,13,13,-0.55556,0,-0.01852,0,6,1,1,228,0,0
214,2004,3,14,36047021400,11219,15,16081,2715,80,2087,325,14,14,12,13,0.75,0.16667,0.23148,0.05556,1,1,1,156,-0.42426,-1.27272
214,2005,3,15,36047021400,11219,14,15892,2598,80,2100,333,15,11,12,13,0.07143,-0.16667,0.08862,0.00E+00,-1,0,-1,180,-1.1199,-2.08698
214,2006,3,14,36047021400,11219,17,15737,2620,95,2134,365,14,17,14,12,-0.06667,0.75,0.25159,0.25,3,1,1,210,-1.27776,-0.4737
214,2007,3,17,36047021400,11219,14,15258,2523,103,2052,345,17,19,15,14,0.21429,0.21429,0.07302,0.26587,-3,0,-1,306,1.06956,5.76924
214,2008,3,14,36047021400,11219,20,15731,2639,110,2214,372,14,20,18,16,-0.17647,-0.06667,-0.00962,0.29921,6,1,1,354,3.69852,5.80002
214,2009,3,20,36047021400,11219,25,17855,2812,140,2730,447,20,20,19,17,0.42857,0.42857,0.15546,0.19206,5,1,1,330,4.99926,3.42858
214,2010,3,25,36047021400,11219,0,19221,3047,158,2922,427,25,26,22,20,0.25,0.47059,0.16737,0.2775,-25,0,-1,246,2.68404,-1.17648
214,2001,4,21,36047021400,11219,11,16345,2524,87,2046,325,21,12,12,12,0,0,0,0,-10,0,-1,186,0,0
214,2002,4,11,36047021400,11219,16,16334,2631,83,2047,323,11,18,15,15,-0.47619,0,-0.2381,0,5,1,1,192,0,0
214,2003,4,16,36047021400,11219,13,16266,2771,71,2047,389,16,8,12,12,0.45455,0,-0.00722,0,-3,0,-1,282,0,0
214,2004,4,13,36047021400,11219,13,16081,2740,80,2087,357,13,14,13,13,-0.1875,-0.38095,-0.06972,-0.12698,0,0,0,204,0.19356,0.58062
214,2005,4,13,36047021400,11219,15,15892,2638,80,2100,326,13,15,12,13,0,0.18182,0.08902,-0.06638,2,1,1,156,-0.18144,-1.125
214,2006,4,15,36047021400,11219,19,15737,2542,95,2134,335,15,14,14,13,0.15385,-0.0625,-0.01122,-0.08721,4,1,1,192,-0.81972,-1.9149
214,2007,4,19,36047021400,11219,20,15258,2501,103,2052,358,19,17,15,13,0.26667,0.46154,0.14017,0.19362,1,1,1,204,-1.01328,0
214,2008,4,20,36047021400,11219,22,15731,2528,110,2214,363,20,14,15,14,0.05263,0.53846,0.15771,0.3125,2,1,1,318,1.43862,6.23076
214,2009,4,22,36047021400,11219,19,17855,2848,140,2730,432,22,20,17,16,0.1,0.46667,0.13977,0.48889,-3,0,-1,354,3.7644,5.0625
214,2010,4,19,36047021400,11219,0,19221,2880,158,2922,466,19,25,19,18,-0.13636,0,0.00542,0.33504,-19,0,-1,330,4.99974,3.7059
214,2001,5,10,36047021400,11219,21,16345,2611,87,2046,342,10,21,21,21,0,0,0,0,11,1,1,252,0,0
214,2002,5,21,36047021400,11219,12,16334,2512,83,2047,332,21,11,16,16,1.1,0,0.55,0,-9,0,-1,210,0,0
214,2003,5,12,36047021400,11219,17,16266,2586,71,2047,318,12,16,16,16,-0.42857,0,0.22381,0,5,1,1,204,0,0
214,2004,5,17,36047021400,11219,14,16081,2713,80,2087,384,17,13,13,15,0.41667,0.7,0.3627,0.23333,-3,0,-1,276,0.1905,0.57144
214,2005,5,14,36047021400,11219,13,15892,2714,80,2100,393,14,13,14,14,-0.17647,-0.33333,-0.06279,0.12222,-1,0,-1,270,0.76188,1.71426
214,2006,5,13,36047021400,11219,13,15737,2617,95,2134,354,13,15,13,13,-0.07143,0.08333,0.05626,0.15,0,0,0,186,0.58542,-0.52944
214,2007,5,13,36047021400,11219,23,15258,2491,103,2052,316,13,19,15,15,0,-0.23529,-0.08263,-0.16176,10,1,1,162,-0.4311,-2.47824
214,2008,5,23,36047021400,11219,23,15731,2511,110,2214,365,23,20,18,16,0.76923,0.64286,0.2326,0.16363,0,0,0,192,-1.58034,-1.73334
214,2009,5,23,36047021400,11219,24,17855,2738,140,2730,424,23,22,20,17,0,0.76923,0.25641,0.39226,1,1,1,366,0.5316,5.80644
214,2010,5,24,36047021400,11219,0,19221,2915,158,2922,457,24,19,20,19,0.04348,0.84615,0.2709,0.75275,-24,0,-1,366,3.87624,7.55556
218,2001,0,10,36047021800,11219,6,16345,2702,66,2046,323,10,0,0,0,0,0,0,0,-4,0,-1,84,0,0
218,2002,0,6,36047021800,11219,15,16334,2613,55,2047,309,6,0,0,0,-0.4,0,-0.2,0,9,1,1,48,0,0
218,2003,0,15,36047021800,11219,10,16266,2546,63,2047,315,15,0,0,0,1.5,0,0.36667,0,-5,0,-1,84,0,0
218,2004,0,10,36047021800,11219,9,16081,2606,66,2087,337,10,0,0,0,-0.33333,0,0.25556,0,-1,0,-1,72,-0.28572,-0.85716
218,2005,0,9,36047021800,11219,14,15892,2615,66,2100,346,9,0,0,0,-0.1,0.5,0.35556,0.16667,5,1,1,90,1.4643,5.25
218,2006,0,14,36047021800,11219,11,15737,2616,69,2134,367,14,0,0,0,0.55556,-0.06667,0.04074,0.14444,-3,0,-1,66,1.03572,-1.28574
218,2007,0,11,36047021800,11219,7,15258,2454,65,2052,298,11,0,0,0,-0.21429,0.1,0.08042,0.17778,-4,0,-1,54,0.8214,-1.5
218,2008,0,7,36047021800,11219,9,15731,2796,53,2214,399,7,0,0,0,-0.36364,-0.22222,-0.00746,-0.06296,2,1,1,66,-1.4619,-1.60002
218,2009,0,9,36047021800,11219,17,17855,3070,47,2730,502,9,0,0,0,0.28571,-0.35714,-0.0974,-0.15979,8,1,1,96,-0.12426,2.7273
218,2010,0,17,36047021800,11219,0,19221,3560,62,2922,484,17,0,0,0,0.88889,0.54545,0.27032,-0.0113,-17,0,-1,102,2.15352,5.33334
218,2001,1,13,36047021800,11219,7,16345,2934,66,2046,348,13,10,10,10,0,0,0,0,-6,0,-1,78,0,0
218,2002,1,7,36047021800,11219,8,16334,2841,55,2047,348,7,6,8,8,-0.46154,0,-0.23077,0,1,1,1,84,0,0
218,2003,1,8,36047021800,11219,14,16266,2716,63,2047,335,8,15,10,10,0.14286,0,-0.10623,0,6,1,1,60,0,0
218,2004,1,14,36047021800,11219,6,16081,2667,66,2087,352,14,10,10,10,0.75,0.07692,0.14377,0.02564,-8,0,-1,96,0.46152,1.38462
218,2005,1,6,36047021800,11219,7,15892,2676,66,2100,353,6,9,11,10,-0.57143,-0.14286,0.10714,-0.02198,1,1,1,72,0.1758,-0.85716
218,2006,1,7,36047021800,11219,13,15737,2707,69,2134,351,7,14,11,10,0.16667,-0.125,0.11508,-0.06364,6,1,1,90,1.17582,3
218,2007,1,13,36047021800,11219,10,15258,2639,65,2052,384,13,11,11,11,0.85714,-0.07143,0.15079,-0.1131,-3,0,-1,66,0.08928,-1.875
218,2008,1,10,36047021800,11219,8,15731,2630,53,2214,318,10,7,10,10,-0.23077,0.66667,0.26435,0.15675,-2,0,-1,18,-1.125,-4.5
218,2009,1,8,36047021800,11219,13,17855,3389,47,2730,499,8,9,9,10,-0.2,0.14286,0.14212,0.24603,5,1,1,72,-2.52498,-1.2
218,2010,1,13,36047021800,11219,0,19221,3318,62,2922,569,13,17,11,11,0.625,0,0.06474,0.26984,-13,0,-1,96,-0.9909,2.7273
218,2001,2,14,36047021800,11219,13,16345,2877,66,2046,380,14,13,13,13,0,0,0,0,-1,0,-1,54,0,0
218,2002,2,13,36047021800,11219,12,16334,2880,55,2047,353,13,7,10,10,-0.07143,0,-0.03571,0,-1,0,-1,72,0,0
218,2003,2,12,36047021800,11219,13,16266,2821,63,2047,336,12,8,9,9,-0.07692,0,-0.04945,0,1,1,1,84,0,0
218,2004,2,13,36047021800,11219,12,16081,2640,66,2087,332,13,14,9,10,0.08333,-0.07143,-0.02167,-0.02381,-1,0,-1,60,0.22224,0.66666
218,2005,2,12,36047021800,11219,7,15892,2651,66,2100,349,12,6,9,9,-0.07692,-0.07692,-0.0235,-0.04945,-5,0,-1,84,0.55554,1.00002
218,2006,2,7,36047021800,11219,8,15737,2635,69,2134,362,7,7,9,8,-0.41667,-0.41667,-0.13675,-0.18834,1,1,1,84,0.55554,0
218,2007,2,8,36047021800,11219,13,15258,2650,65,2052,351,8,13,8,9,0.14286,-0.38462,-0.11691,-0.29274,5,1,1,60,0.33336,0
218,2008,2,13,36047021800,11219,10,15731,2627,53,2214,397,13,10,10,10,0.625,0.08333,0.11706,-0.23932,-3,0,-1,54,-0.7143,-2.14284
218,2009,2,10,36047021800,11219,8,17855,2998,47,2730,426,10,8,10,8,-0.23077,0.42857,0.17903,0.04243,-2,0,-1,60,-1.28574,-1.71426
218,2010,2,8,36047021800,11219,0,19221,3501,62,2922,519,8,13,10,10,-0.2,0,0.06474,0.17063,-8,0,-1,90,-0.28572,3
218,2001,3,10,36047021800,11219,11,16345,2697,66,2046,328,10,14,14,14,0,0,0,0,1,1,1,78,0,0
218,2002,3,11,36047021800,11219,12,16334,2857,55,2047,382,11,13,13,13,0.1,0,0.05,0,1,1,1,48,0,0
218,2003,3,12,36047021800,11219,8,16266,2826,63,2047,354,12,12,13,13,0.09091,0,0.06364,0,-4,0,-1,78,0,0
218,2004,3,8,36047021800,11219,15,16081,2715,66,2087,325,8,13,12,13,-0.33333,-0.2,-0.04747,-0.06667,7,1,1,72,-0.15384,-0.46152
218,2005,3,15,36047021800,11219,15,15892,2598,66,2100,333,15,12,12,12,0.875,0.36364,0.21086,0.05455,0,0,0,66,0.59616,2.25
218,2006,3,15,36047021800,11219,7,15737,2620,69,2134,365,15,7,10,11,0,0.25,0.18056,0.13788,-8,0,-1,102,1.21152,1.84614
218,2007,3,7,36047021800,11219,6,15258,2523,65,2052,345,7,8,9,10,-0.53333,-0.125,0.11389,0.16288,-1,0,-1,60,1.03206,-1.00002
218,2008,3,6,36047021800,11219,9,15731,2639,53,2214,372,6,13,9,10,-0.14286,-0.6,-0.2254,-0.15833,3,1,1,60,0.10026,-0.54546
218,2009,3,9,36047021800,11219,12,17855,2812,47,2730,447,9,10,10,10,0.5,-0.4,-0.05873,-0.375,3,1,1,72,-1.1034,-1.76472
218,2010,3,12,36047021800,11219,0,19221,3047,62,2922,427,12,8,10,9,0.33333,0.71429,0.23016,-0.09524,-12,0,-1,48,-1.17006,-1.2
218,2001,4,9,36047021800,11219,7,16345,2524,66,2046,325,9,10,10,10,0,0,0,0,-2,0,-1,72,0,0
218,2002,4,7,36047021800,11219,10,16334,2631,55,2047,323,7,11,10,10,-0.22222,0,-0.11111,0,3,1,1,78,0,0
218,2003,4,10,36047021800,11219,14,16266,2771,63,2047,389,10,12,11,11,0.42857,0,0.06878,0,4,1,1,60,0,0
218,2004,4,14,36047021800,11219,11,16081,2740,66,2087,357,14,8,10,10,0.4,0.55556,0.20212,0.18519,-3,0,-1,66,-0.16668,-0.49998
218,2005,4,11,36047021800,11219,13,15892,2638,66,2100,326,11,15,11,11,-0.21429,0.57143,0.20476,0.37566,2,1,1,78,-0.16668,0
218,2006,4,13,36047021800,11219,14,15737,2542,69,2134,335,13,15,12,12,0.18182,0.3,0.12251,0.47566,1,1,1,84,0.63336,2.4
218,2007,4,14,36047021800,11219,6,15258,2501,65,2052,358,14,7,12,11,0.07692,0,0.01482,0.29048,-8,0,-1,108,2.0727,3.81816
218,2008,4,6,36047021800,11219,5,15731,2528,53,2214,363,6,6,9,10,-0.57143,-0.45455,-0.10423,-0.05152,-1,0,-1,54,1.45734,-1.84614
218,2009,4,5,36047021800,11219,9,17855,2848,47,2730,432,5,9,7,10,-0.16667,-0.61538,-0.22039,-0.35664,4,1,1,60,0.08592,-1.71426
218,2010,4,9,36047021800,11219,0,19221,2880,62,2922,466,9,12,9,9,0.8,-0.35714,0.02063,-0.47569,-9,0,-1,84,-1.63128,-1.33332
218,2001,5,10,36047021800,11219,11,16345,2611,66,2046,342,10,9,9,9,0,0,0,0,1,1,1,60,0,0
218,2002,5,11,36047021800,11219,6,16334,2512,55,2047,332,11,7,8,8,0.1,0,0.05,0,-5,0,-1,36,0,0
218,2003,5,6,36047021800,11219,7,16266,2586,63,2047,318,6,10,8,8,-0.45455,0,-0.11818,0,1,1,1,84,0,0
218,2004,5,7,36047021800,11219,13,16081,2713,66,2087,384,7,14,10,10,0.16667,-0.3,-0.06263,-0.1,6,1,1,48,-0.40002,-1.2
218,2005,5,13,36047021800,11219,13,15892,2714,66,2100,393,13,11,11,10,0.85714,0.18182,0.18975,-0.03939,0,0,0,78,1.93332,7.00002
218,2006,5,13,36047021800,11219,12,15737,2617,69,2134,354,13,13,12,11,0,1.16667,0.34127,0.34949,-1,0,-1,120,2.79048,2.57142
218,2007,5,12,36047021800,11219,11,15258,2491,65,2052,316,12,14,12,12,-0.07692,0.71429,0.26007,0.68759,-1,0,-1,84,4.6905,4.5
218,2008,5,11,36047021800,11219,6,15731,2511,53,2214,365,11,6,11,11,-0.08333,-0.15385,-0.05342,0.5757,-5,0,-1,78,2.35716,0
218,2009,5,6,36047021800,11219,3,17855,2738,47,2730,424,6,5,8,9,-0.45455,-0.53846,-0.20493,0.00733,-3,0,-1,72,0.70002,-2.4
218,2010,5,3,36047021800,11219,0,19221,2915,62,2922,457,3,9,6,9,-0.5,-0.75,-0.34596,-0.48077,-3,0,-1,84,-0.79998,0
220,2001,0,12,36047022000,11219,12,16345,2702,58,2046,323,12,0,0,0,0,0,0,0,0,0,0,60,0,0
216,2001,0,14,36047021600,11219,8,16345,2702,71,2046,323,14,0,0,0,0,0,0,0,-6,0,-1,60,0,0
216,2002,0,8,36047021600,11219,14,16334,2613,61,2047,309,8,0,0,0,-0.42857,0,-0.21429,0,6,1,1,36,0,0
220,2002,0,12,36047022000,11219,10,16334,2613,55,2047,309,12,0,0,0,0,0,0,0,-2,0,-1,36,0,0
220,2003,0,10,36047022000,11219,11,16266,2546,62,2047,315,10,0,0,0,-0.16667,0,-0.05556,0,1,1,1,90,0,0
216,2003,0,14,36047021600,11219,12,16266,2546,75,2047,315,14,0,0,0,0.75,0,0.10714,0,-2,0,-1,90,0,0
216,2004,0,12,36047021600,11219,15,16081,2606,69,2087,337,12,0,0,0,-0.14286,-0.14286,0.05952,-0.04762,3,1,1,60,0,0
220,2004,0,11,36047022000,11219,5,16081,2606,64,2087,337,11,0,0,0,0.1,-0.08333,-0.02222,-0.02778,-6,0,-1,60,0,0
220,2005,0,5,36047022000,11219,11,15892,2615,65,2100,346,5,0,0,0,-0.54545,-0.58333,-0.20404,-0.22222,6,1,1,54,1.00002,3
216,2005,0,15,36047021600,11219,11,15892,2615,78,2100,346,15,0,0,0,0.25,0.875,0.28571,0.24405,-4,0,-1,54,1.00002,3
216,2006,0,11,36047021600,11219,9,15737,2616,91,2134,367,11,0,0,0,-0.26667,-0.21429,-0.05317,0.17262,-2,0,-1,84,0.86664,-0.40002
220,2006,0,11,36047022000,11219,7,15737,2616,66,2134,367,11,0,0,0,1.2,0.1,0.25152,-0.18889,-4,0,-1,84,0.86664,-0.40002
220,2007,0,7,36047022000,11219,6,15258,2454,61,2052,298,7,0,0,0,-0.36364,-0.36364,0.09697,-0.28232,-1,0,-1,66,1.06668,0.6
216,2007,0,9,36047021600,11219,11,15258,2454,72,2052,298,9,0,0,0,-0.18182,-0.25,-0.06616,0.1369,2,1,1,66,1.06668,0.6
216,2008,0,11,36047021600,11219,16,15731,2796,55,2214,399,11,0,0,0,0.22222,-0.26667,-0.07542,-0.24365,5,1,1,42,-0.37776,-1.33332
220,2008,0,6,36047022000,11219,14,15731,2796,54,2214,399,6,0,0,0,-0.14286,0.2,0.23117,-0.02121,8,1,1,42,-0.37776,-1.33332
220,2009,0,14,36047022000,11219,16,17855,3070,65,2730,502,14,0,0,0,1.33333,0.27273,0.27561,0.03636,2,1,1,54,-0.95874,-2.14284
216,2009,0,16,36047021600,11219,17,17855,3070,72,2730,502,16,0,0,0,0.45455,0.45455,0.16498,-0.02071,1,1,1,54,-0.95874,-2.14284
216,2010,0,17,36047021600,11219,0,19221,3560,84,2922,484,17,0,0,0,0.0625,0.88889,0.24642,0.35892,-17,0,-1,102,-0.0678,3.2727
220,2010,0,16,36047022000,11219,0,19221,3560,68,2922,484,16,0,0,0,0.14286,1.28571,0.44444,0.58615,-16,0,-1,102,-0.0678,3.2727
220,2001,1,12,36047022000,11219,12,16345,2934,58,2046,348,12,12,12,12,0,0,0,0,0,0,0,78,0,0
216,2001,1,13,36047021600,11219,14,16345,2934,71,2046,348,13,14,14,14,0,0,0,0,1,1,1,78,0,0
216,2002,1,14,36047021600,11219,10,16334,2841,61,2047,348,14,8,11,11,0.07692,0,0.03846,0,-4,0,-1,42,0,0
220,2002,1,12,36047022000,11219,13,16334,2841,55,2047,348,12,12,12,12,0,0,0,0,1,1,1,42,0,0
220,2003,1,13,36047022000,11219,14,16266,2716,62,2047,335,13,10,11,11,0.08333,0,0.02778,0,1,1,1,48,0,0
216,2003,1,10,36047021600,11219,16,16266,2716,75,2047,335,10,14,12,12,-0.28571,0,-0.0696,0,6,1,1,48,0,0
216,2004,1,16,36047021600,11219,12,16081,2667,69,2087,352,16,12,11,12,0.6,0.23077,0.1304,0.07692,-4,0,-1,84,0.15384,0.46152
220,2004,1,14,36047022000,11219,14,16081,2667,64,2087,352,14,11,11,11,0.07692,0.16667,0.05342,0.05556,0,0,0,84,0.15384,0.46152
220,2005,1,14,36047022000,11219,5,15892,2676,65,2100,353,14,5,8,10,0,0.16667,0.05342,0.11111,-9,0,-1,36,-0.13188,-0.85716
216,2005,1,12,36047021600,11219,15,15892,2676,78,2100,353,12,15,13,12,-0.25,-0.14286,0.02143,0.0293,3,1,1,36,-0.13188,-0.85716
216,2006,1,15,36047021600,11219,11,15737,2707,91,2134,351,15,11,12,12,0.25,0.5,0.2,0.19597,-4,0,-1,42,-0.38184,-0.75
220,2006,1,5,36047022000,11219,12,15737,2707,66,2134,351,5,11,9,9,-0.64286,-0.61538,-0.18864,-0.09402,7,1,1,42,-0.38184,-0.75
220,2007,1,12,36047022000,11219,6,15258,2639,61,2052,384,12,7,7,8,1.4,-0.14286,0.25238,-0.19719,-6,0,-1,78,-0.6786,-0.42858
216,2007,1,11,36047021600,11219,3,15258,2639,72,2052,384,11,9,11,12,-0.26667,-0.3125,-0.08889,0.01488,-8,0,-1,78,-0.6786,-0.42858
216,2008,1,3,36047021600,11219,12,15731,2630,55,2214,318,3,11,10,11,-0.72727,-0.75,-0.24798,-0.1875,9,1,1,60,0.9405,4.00002
220,2008,1,6,36047022000,11219,9,15731,2630,54,2214,318,6,6,8,8,-0.5,-0.57143,0.08571,-0.44322,3,1,1,60,0.9405,4.00002
220,2009,1,9,36047022000,11219,16,17855,3389,65,2730,499,9,14,9,8,0.5,0.8,0.46667,0.02857,7,1,1,48,1.47618,0.85716
216,2009,1,12,36047021600,11219,16,17855,3389,72,2730,499,12,16,12,12,3,-0.2,0.66869,-0.42083,4,1,1,48,1.47618,0.85716
216,2010,1,16,36047021600,11219,0,19221,3318,84,2922,569,16,17,14,12,0.33333,0.45455,0.86869,-0.16515,-16,0,-1,78,1.61904,0
220,2010,1,16,36047022000,11219,0,19221,3318,68,2922,569,16,16,12,10,0.77778,0.33333,0.25926,0.1873,-16,0,-1,78,1.61904,0
220,2001,2,9,36047022000,11219,12,16345,2877,58,2046,380,9,12,12,12,0,0,0,0,3,1,1,84,0,0
216,2001,2,9,36047021600,11219,12,16345,2877,71,2046,380,9,13,13,13,0,0,0,0,3,1,1,84,0,0
216,2002,2,12,36047021600,11219,14,16334,2880,61,2047,353,12,14,13,13,0.33333,0,0.16667,0,2,1,1,78,0,0
220,2002,2,12,36047022000,11219,15,16334,2880,55,2047,353,12,12,12,12,0.33333,0,0.16667,0,3,1,1,78,0,0
220,2003,2,15,36047022000,11219,9,16266,2821,62,2047,336,15,13,12,12,0.25,0,0.19444,0,-6,0,-1,72,0,0
216,2003,2,14,36047021600,11219,10,16266,2821,75,2047,336,14,10,12,12,0.16667,0,0.16667,0,-4,0,-1,72,0,0
216,2004,2,10,36047021600,11219,14,16081,2640,69,2087,332,10,16,13,13,-0.28571,0.11111,0.07143,0.03704,4,1,1,78,-0.14286,-0.42858
220,2004,2,9,36047022000,11219,13,16081,2640,64,2087,332,9,14,13,12,-0.4,0,0.06111,0,4,1,1,78,-0.14286,-0.42858
220,2005,2,13,36047022000,11219,16,15892,2651,65,2100,349,13,14,13,13,0.44444,0.08333,0.09815,0.02778,3,1,1,72,-0.2967,-0.46152
216,2005,2,14,36047021600,11219,14,15892,2651,78,2100,349,14,12,12,13,0.4,0.16667,0.09365,0.09259,0,0,0,72,-0.2967,-0.46152
216,2006,2,14,36047021600,11219,10,15737,2635,91,2134,362,14,15,14,13,0,0,0.0381,0.09259,-4,0,-1,42,-1.13004,-2.50002
220,2006,2,16,36047022000,11219,6,15737,2635,66,2134,362,16,5,11,11,0.23077,0.06667,0.09174,0.05,-10,0,-1,42,-1.13004,-2.50002
220,2007,2,6,36047022000,11219,10,15258,2650,61,2052,351,6,12,10,11,-0.625,-0.33333,0.01674,-0.06111,4,1,1,48,-1.75644,-2.30772
216,2007,2,10,36047021600,11219,9,15258,2650,72,2052,351,10,11,12,12,-0.28571,0,0.0381,0.05556,-1,0,-1,48,-1.75644,-2.30772
216,2008,2,9,36047021600,11219,10,15731,2627,55,2214,397,9,3,9,11,-0.1,-0.35714,-0.12857,-0.11905,1,1,1,78,-1.43592,0.49998
220,2008,2,10,36047022000,11219,14,15731,2627,54,2214,397,10,6,7,10,0.66667,-0.23077,0.09081,-0.16581,4,1,1,78,-1.43592,0.49998
220,2009,2,14,36047022000,11219,9,17855,2998,65,2730,426,14,9,9,9,0.4,-0.125,0.14722,-0.2297,-5,0,-1,60,0.25458,2.57142
216,2009,2,10,36047021600,11219,15,17855,2998,72,2730,426,10,12,8,10,0.11111,-0.28571,-0.09153,-0.21429,5,1,1,60,0.25458,2.57142
216,2010,2,15,36047021600,11219,0,19221,3501,84,2922,519,15,16,10,11,0.5,0.5,0.17037,-0.04762,-15,0,-1,48,1.02378,0
220,2010,2,9,36047022000,11219,0,19221,3501,68,2922,519,9,16,10,9,-0.35714,0.5,0.23651,0.04808,-9,0,-1,48,1.02378,0
220,2001,3,8,36047022000,11219,6,16345,2697,58,2046,328,8,9,9,9,0,0,0,0,-2,0,-1,60,0,0
216,2001,3,13,36047021600,11219,8,16345,2697,71,2046,328,13,9,9,9,0,0,0,0,-5,0,-1,60,0,0
216,2002,3,8,36047021600,11219,13,16334,2857,61,2047,382,8,12,10,10,-0.38462,0,-0.19231,0,5,1,1,66,0,0
220,2002,3,6,36047022000,11219,11,16334,2857,55,2047,382,6,12,10,10,-0.25,0,-0.125,0,5,1,1,66,0,0
220,2003,3,11,36047022000,11219,12,16266,2826,62,2047,354,11,15,12,12,0.83333,0,0.19444,0,1,1,1,72,0,0
216,2003,3,13,36047021600,11219,12,16266,2826,75,2047,354,13,14,11,11,0.625,0,0.08013,0,-1,0,-1,72,0,0
216,2004,3,12,36047021600,11219,11,16081,2715,69,2087,325,12,10,12,11,-0.07692,-0.07692,0.05449,-0.02564,-1,0,-1,48,-0.40002,-1.2
220,2004,3,12,36047022000,11219,10,16081,2715,64,2087,325,12,9,12,11,0.09091,0.5,0.22475,0.16667,-2,0,-1,48,-0.40002,-1.2
220,2005,3,10,36047022000,11219,14,15892,2598,65,2100,333,10,13,12,11,-0.16667,0.66667,0.25253,0.38889,4,1,1,90,0.3273,2.18184
216,2005,3,11,36047021600,11219,17,15892,2598,78,2100,333,11,14,12,11,-0.08333,0.375,0.15491,0.09936,6,1,1,90,0.3273,2.18184
216,2006,3,17,36047021600,11219,10,15737,2620,91,2134,365,17,14,12,12,0.54545,0.30769,0.1284,0.20192,-7,0,-1,90,0.82728,1.5
220,2006,3,14,36047022000,11219,14,15737,2620,66,2134,365,14,16,12,13,0.4,0.27273,0.10808,0.4798,0,0,0,90,0.82728,1.5
